status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
missing,EventHandle,class,input,cocos/input/types/event/event-handle.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export class EventHandle extends Event {,
missing,EventHMD,class,input,cocos/input/types/event/event-hmd.ts,36,,,,,,no public Rust symbol candidate found by current scanner,export class EventHMD extends Event {,
same-name,EventKeyboard,class,input,cocos/input/types/event/event-keyboard.ts,36,EventKeyboard,struct,input,src/input/types.rs,192,name-normalized exact match in equivalent module,export class EventKeyboard extends Event {,pub struct EventKeyboard {
same-name,EventMouse,class,input,cocos/input/types/event/event-mouse.ts,35,EventMouse,struct,input,src/input/types.rs,207,name-normalized exact match in equivalent module,export class EventMouse extends Event {,pub struct EventMouse {
same-name,EventTouch,class,input,cocos/input/types/event/event-touch.ts,40,EventTouch,struct,input,src/input/types.rs,238,name-normalized exact match in equivalent module,export class EventTouch extends Event {,pub struct EventTouch {
same-name-candidate,Event,class,input,cocos/input/types/event/event.ts,36,Event,trait,core,src/core/event.rs,11,name-normalized exact match in a different module; manual review required,export class Event {,pub trait Event: 'static + Send + Sync + Clone {
missing,SystemEventType,enum,input,cocos/input/types/event-enum.ts,34,,,,,,no public Rust symbol candidate found by current scanner,export enum SystemEventType {,
same-name,InputEventType,enum,input,cocos/input/types/event-enum.ts,277,InputEventType,enum,input,src/input/types.rs,103,name-normalized exact match in equivalent module,export enum InputEventType {,pub enum InputEventType {
missing,SystemEventTypeUnion,type,input,cocos/input/types/event-enum.ts,426,,,,,,no public Rust symbol candidate found by current scanner,export type SystemEventTypeUnion = SystemEventType | NodeEventType | InputEventType | string;,
missing,SystemEventType,reexport,input,cocos/input/types/index.ts,27,,,,,,no public Rust symbol candidate found by current scanner,export { SystemEventType } from './event-enum';,
same-name,KeyCode,enum,input,cocos/input/types/key-code.ts,29,KeyCode,enum,input,src/input/types.rs,5,name-normalized exact match in equivalent module,export enum KeyCode {,pub enum KeyCode {
same-name,Touch,class,input,cocos/input/types/touch.ts,34,Touch,struct,input,src/input/types.rs,151,name-normalized exact match in equivalent module,export class Touch {,pub struct Touch {
missing,FeedStatusController,class,misc,cocos/misc/FeedStatusController.ts,45,,,,,,no public Rust symbol candidate found by current scanner,export class FeedStatusController extends Component {,
renamed-candidate,ClearFlag,const,misc,cocos/misc/camera-component.ts,59,ClearFlags,struct,renderer,src/renderer/gfx-base/mod.rs,655,similar-name candidate only; manual signature and behavior review required,export const ClearFlag = Enum({,pub struct ClearFlags(pub u32);
same-name-candidate,Camera,namespace,misc,cocos/misc/camera-component.ts,85,Camera,struct,scene,src/scene/camera.rs,55,name-normalized exact match in a different module; manual review required,export declare namespace Camera {,pub struct Camera {
missing,ProjectionType,type,misc,cocos/misc/camera-component.ts,86,,,,,,no public Rust symbol candidate found by current scanner,export type ProjectionType = EnumAlias<typeof ProjectionType>;,
missing,FOVAxis,type,misc,cocos/misc/camera-component.ts,87,,,,,,no public Rust symbol candidate found by current scanner,export type FOVAxis = EnumAlias<typeof FOVAxis>;,
renamed-candidate,ClearFlag,type,misc,cocos/misc/camera-component.ts,88,ClearFlags,struct,renderer,src/renderer/gfx-base/mod.rs,655,similar-name candidate only; manual signature and behavior review required,export type ClearFlag = EnumAlias<typeof ClearFlag>;,pub struct ClearFlags(pub u32);
missing,Aperture,type,misc,cocos/misc/camera-component.ts,89,,,,,,no public Rust symbol candidate found by current scanner,export type Aperture = EnumAlias<typeof Aperture>;,
missing,Shutter,type,misc,cocos/misc/camera-component.ts,90,,,,,,no public Rust symbol candidate found by current scanner,export type Shutter = EnumAlias<typeof Shutter>;,
missing,ISO,type,misc,cocos/misc/camera-component.ts,91,,,,,,no public Rust symbol candidate found by current scanner,export type ISO = EnumAlias<typeof ISO>;,
missing,CameraEvent,enum,misc,cocos/misc/camera-component.ts,94,,,,,,no public Rust symbol candidate found by current scanner,export enum CameraEvent {,
same-name-candidate,Camera,class,misc,cocos/misc/camera-component.ts,106,Camera,struct,scene,src/scene/camera.rs,55,name-normalized exact match in a different module; manual review required,export class Camera extends Component {,pub struct Camera {
missing,CameraComponent,reexport,misc,cocos/misc/deprecated.ts,67,,,,,,no public Rust symbol candidate found by current scanner,export { Camera as CameraComponent };,
same-name-candidate,RenderableComponent,reexport,misc,cocos/misc/deprecated.ts,75,RenderableComponent,trait,renderer,src/renderer/core/pass.rs,355,name-normalized exact match in a different module; manual review required,export { ModelRenderer as RenderableComponent };,pub trait RenderableComponent: RefCounted {}
same-name-candidate,Camera,reexport,misc,cocos/misc/index.ts,27,Camera,struct,scene,src/scene/camera.rs,55,name-normalized exact match in a different module; manual review required,export { Camera } from './camera-component';,pub struct Camera {
missing,ModelRenderer,reexport,misc,cocos/misc/index.ts,28,,,,,,no public Rust symbol candidate found by current scanner,export { ModelRenderer } from './model-renderer';,
same-name-candidate,Renderer,reexport,misc,cocos/misc/index.ts,29,renderer,mod,lib.rs,src/lib.rs,22,name-normalized exact match in a different module; manual review required,export { Renderer } from './renderer';,pub mod renderer;
missing,MissingScript,reexport,misc,cocos/misc/index.ts,30,,,,,,no public Rust symbol candidate found by current scanner,export { MissingScript } from './missing-script';,
missing,PrefabLink,reexport,misc,cocos/misc/index.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export { PrefabLink } from './prefab-link';,
missing,FeedStatusController,reexport,misc,cocos/misc/index.ts,32,,,,,,no public Rust symbol candidate found by current scanner,export { FeedStatusController } from './FeedStatusController';,
missing,MissingScript,class,misc,cocos/misc/missing-script.ts,38,,,,,,no public Rust symbol candidate found by current scanner,export class MissingScript extends Component {,
missing,ModelRenderer,class,misc,cocos/misc/model-renderer.ts,55,,,,,,no public Rust symbol candidate found by current scanner,export class ModelRenderer extends Renderer {,
missing,PrefabLink,class,misc,cocos/misc/prefab-link.ts,43,,,,,,no public Rust symbol candidate found by current scanner,export class PrefabLink extends Component {,
same-name-candidate,Renderer,class,misc,cocos/misc/renderer.ts,57,renderer,mod,lib.rs,src/lib.rs,22,name-normalized exact match in a different module; manual review required,export class Renderer extends Component {,pub mod renderer;
missing,NativeCodeBundleMode,const enum,misc,cocos/misc/webassembly-support.ts,4,,,,,,no public Rust symbol candidate found by current scanner,export const enum NativeCodeBundleMode {,
missing,patch_BloomStage,function,native-binding,cocos/native-binding/decorators.ts,23,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_BloomStage(ctx: BloomStage_Context_Args, apply = defaultExec) {",
missing,patch_cc_AmbientInfo,function,native-binding,cocos/native-binding/decorators.ts,39,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_AmbientInfo(ctx: cc_AmbientInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_Asset,function,native-binding,cocos/native-binding/decorators.ts,86,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Asset(ctx: cc_Asset_Context_Args, apply = defaultExec) {",
missing,patch_cc_BufferAsset,function,native-binding,cocos/native-binding/decorators.ts,98,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_BufferAsset(ctx: cc_BufferAsset_Context_Args, apply = defaultExec) {",
missing,patch_cc_CircumSphere,function,native-binding,cocos/native-binding/decorators.ts,110,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_CircumSphere(ctx: cc_CircumSphere_Context_Args, apply = defaultExec) {",
missing,patch_cc_DirectionalLight,function,native-binding,cocos/native-binding/decorators.ts,130,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_DirectionalLight(ctx: cc_DirectionalLight_Context_Args, apply = defaultExec) {",
missing,patch_cc_EffectAsset,function,native-binding,cocos/native-binding/decorators.ts,396,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_EffectAsset(ctx: cc_EffectAsset_Context_Args, apply = defaultExec) {",
missing,patch_cc_FogInfo,function,native-binding,cocos/native-binding/decorators.ts,416,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_FogInfo(ctx: cc_FogInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_ImageAsset,function,native-binding,cocos/native-binding/decorators.ts,496,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_ImageAsset(ctx: cc_ImageAsset_Context_Args, apply = defaultExec) {",
missing,patch_cc_LightProbeInfo,function,native-binding,cocos/native-binding/decorators.ts,509,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_LightProbeInfo(ctx: cc_LightProbeInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_LightProbesData,function,native-binding,cocos/native-binding/decorators.ts,563,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_LightProbesData(ctx: cc_LightProbesData_Context_Args, apply = defaultExec) {",
missing,patch_cc_Line,function,native-binding,cocos/native-binding/decorators.ts,582,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Line(ctx: cc_Line_Context_Args, apply = defaultExec) {",
missing,patch_cc_Material,function,native-binding,cocos/native-binding/decorators.ts,640,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Material(ctx: cc_Material_Context_Args, apply = defaultExec) {",
missing,patch_cc_Mesh,function,native-binding,cocos/native-binding/decorators.ts,654,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Mesh(ctx: cc_Mesh_Context_Args, apply = defaultExec) {",
missing,patch_cc_Node,function,native-binding,cocos/native-binding/decorators.ts,673,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Node(ctx: cc_Node_Context_Args, apply = defaultExec) {",
missing,patch_cc_OctreeInfo,function,native-binding,cocos/native-binding/decorators.ts,719,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_OctreeInfo(ctx: cc_OctreeInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_PointLight,function,native-binding,cocos/native-binding/decorators.ts,754,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_PointLight(ctx: cc_PointLight_Context_Args, apply = defaultExec) {",
missing,patch_cc_PostSettingsInfo,function,native-binding,cocos/native-binding/decorators.ts,794,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_PostSettingsInfo(ctx: cc_PostSettingsInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_RangedDirectionalLight,function,native-binding,cocos/native-binding/decorators.ts,810,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_RangedDirectionalLight(ctx: cc_RangedDirectionalLight_Context_Args, apply = defaultExec) {",
missing,patch_cc_RenderPipeline,function,native-binding,cocos/native-binding/decorators.ts,831,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_RenderPipeline(ctx: cc_RenderPipeline_Context_Args, apply = defaultExec) {",
missing,patch_cc_RenderTexture,function,native-binding,cocos/native-binding/decorators.ts,845,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_RenderTexture(ctx: cc_RenderTexture_Context_Args, apply = defaultExec) {",
missing,patch_cc_Scene,function,native-binding,cocos/native-binding/decorators.ts,855,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Scene(ctx: cc_Scene_Context_Args, apply = defaultExec) {",
missing,patch_cc_SceneAsset,function,native-binding,cocos/native-binding/decorators.ts,869,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SceneAsset(ctx: cc_SceneAsset_Context_Args, apply = defaultExec) {",
missing,patch_cc_SceneGlobals,function,native-binding,cocos/native-binding/decorators.ts,888,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SceneGlobals(ctx: cc_SceneGlobals_Context_Args, apply = defaultExec) {",
missing,patch_cc_ShadowsInfo,function,native-binding,cocos/native-binding/decorators.ts,926,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_ShadowsInfo(ctx: cc_ShadowsInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_SimpleTexture,function,native-binding,cocos/native-binding/decorators.ts,987,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SimpleTexture(ctx: cc_SimpleTexture_Context_Args, apply = defaultExec) {",
missing,patch_cc_Skeleton,function,native-binding,cocos/native-binding/decorators.ts,998,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Skeleton(ctx: cc_Skeleton_Context_Args, apply = defaultExec) {",
missing,patch_cc_SkinInfo,function,native-binding,cocos/native-binding/decorators.ts,1011,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SkinInfo(ctx: cc_SkinInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_SkyboxInfo,function,native-binding,cocos/native-binding/decorators.ts,1044,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SkyboxInfo(ctx: cc_SkyboxInfo_Context_Args, apply = defaultExec) {",
missing,patch_cc_SphereLight,function,native-binding,cocos/native-binding/decorators.ts,1123,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SphereLight(ctx: cc_SphereLight_Context_Args, apply = defaultExec) {",
missing,patch_cc_SpotLight,function,native-binding,cocos/native-binding/decorators.ts,1177,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SpotLight(ctx: cc_SpotLight_Context_Args, apply = defaultExec) {",
missing,patch_cc_SpriteFrame,function,native-binding,cocos/native-binding/decorators.ts,1273,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_SpriteFrame(ctx: cc_SpriteFrame_Context_Args, apply = defaultExec) {",
missing,patch_cc_Tetrahedron,function,native-binding,cocos/native-binding/decorators.ts,1285,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Tetrahedron(ctx: cc_Tetrahedron_Context_Args, apply = defaultExec) {",
missing,patch_cc_TextAsset,function,native-binding,cocos/native-binding/decorators.ts,1303,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_TextAsset(ctx: cc_TextAsset_Context_Args, apply = defaultExec) {",
missing,patch_cc_Texture2D,function,native-binding,cocos/native-binding/decorators.ts,1315,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_Texture2D(ctx: cc_Texture2D_Context_Args, apply = defaultExec) {",
missing,patch_cc_TextureBase,function,native-binding,cocos/native-binding/decorators.ts,1328,,,,,,no public Rust symbol candidate found by current scanner,"export function patch_cc_TextureBase(ctx: cc_TextureBase_Context_Args, apply = defaultExec) {",
